id,time,sum_flow,avg_speed
R071_S2,2019-04-25 21:30:00,3,29.0
R074_S1,2019-04-25 21:30:00,0,0.0
R074_S3,2019-04-25 21:30:00,2,15.0
R077_S2,2019-04-25 21:30:00,5,22.2
R085_S1,2019-04-25 21:30:00,3,7.33333333333333
R085_S2,2019-04-25 21:30:00,4,5.5
R116_S1,2019-04-25 21:30:00,2,7.0
R116_S2,2019-04-25 21:30:00,5,24.2727272727273
R131_S1,2019-04-25 21:30:00,3,11.75
R131_S2,2019-04-25 21:30:00,43,44.3023255813954
R131_SM82,2019-04-25 21:30:00,43,37.9186046511628
R131_SM83,2019-04-25 21:30:00,50,46.039603960396
R133_S2,2019-04-25 21:30:00,13,11.6153846153846
R133_S4,2019-04-25 21:30:00,14,37.8571428571429
R134_S1,2019-04-25 21:30:00,8,10.1875
R134_S2,2019-04-25 21:30:00,7,15.4285714285714
R135_S1,2019-04-25 21:30:00,4,11.0
R135_S2,2019-04-25 21:30:00,8,22.8125
R141_S1,2019-04-25 21:30:00,2,11.0
R141_S2,2019-04-25 21:30:00,0,0.0
R142_S1,2019-04-25 21:30:00,9,12.5263157894737
R142_S2,2019-04-25 21:30:00,65,22.1832061068702
R154_S1,2019-04-25 21:30:00,5,3.6
R001_SM1,2019-04-25 21:45:00,50,31.0526315789474
R001_SM2,2019-04-25 21:45:00,9,16.0555555555556
R001_SM3,2019-04-25 21:45:00,12,28.0833333333333
R002_S1,2019-04-25 21:45:00,3,10.3333333333333
R002_S2,2019-04-25 21:45:00,0,0.0
R002_S4,2019-04-25 21:45:00,9,22.6666666666667
R002_S5,2019-04-25 21:45:00,33,21.6666666666667
R003_SM7,2019-04-25 21:45:00,33,43.0909090909091
R003_SM8,2019-04-25 21:45:00,18,11.8888888888889
R003_SM9,2019-04-25 21:45:00,14,17.6206896551724
R028_S1,2019-04-25 21:45:00,11,10.9090909090909
R028_S2,2019-04-25 21:45:00,1,15.0
R028_S3,2019-04-25 21:45:00,25,33.68
R029_S1,2019-04-25 21:45:00,9,19.2105263157895
R029_S2,2019-04-25 21:45:00,10,25.45
R030_S2,2019-04-25 21:45:00,29,30.8620689655172
R031_S1,2019-04-25 21:45:00,7,17.2666666666667
R031_S2,2019-04-25 21:45:00,12,23.4
R032_S2,2019-04-25 21:45:00,2,11.4
R032_SM46,2019-04-25 21:45:00,0,1.0
R069_S1,2019-04-25 21:45:00,12,41.56
R069_S4,2019-04-25 21:45:00,64,22.125
R069_SM67,2019-04-25 21:45:00,30,25.9666666666667
R071_S2,2019-04-25 21:45:00,1,12.5
R074_S1,2019-04-25 21:45:00,0,0.0
R074_S3,2019-04-25 21:45:00,3,4.42857142857143
R077_S2,2019-04-25 21:45:00,5,19.1
R085_S1,2019-04-25 21:45:00,4,0.5
R085_S2,2019-04-25 21:45:00,0,0.0
R116_S1,2019-04-25 21:45:00,4,30.2222222222222
R116_S2,2019-04-25 21:45:00,7,26.2
R131_S1,2019-04-25 21:45:00,0,1.0
R131_S2,2019-04-25 21:45:00,42,37.6071428571429
R131_SM82,2019-04-25 21:45:00,45,36.7111111111111
R131_SM83,2019-04-25 21:45:00,42,46.8690476190476
R133_S2,2019-04-25 21:45:00,10,13.7
R133_S4,2019-04-25 21:45:00,14,30.8571428571429
R134_S1,2019-04-25 21:45:00,7,14.7857142857143
R134_S2,2019-04-25 21:45:00,13,8.0
R135_S1,2019-04-25 21:45:00,2,11.2
R135_S2,2019-04-25 21:45:00,3,26.5
R141_S1,2019-04-25 21:45:00,0,0.0
R141_S2,2019-04-25 21:45:00,0,0.0
R142_S1,2019-04-25 21:45:00,8,17.6666666666667
R142_S2,2019-04-25 21:45:00,55,22.25
R154_S1,2019-04-25 21:45:00,2,18.0
R001_SM1,2019-04-25 22:00:00,57,31.0648148148148
R001_SM2,2019-04-25 22:00:00,10,33.45
R001_SM3,2019-04-25 22:00:00,12,13.4347826086957
R002_S1,2019-04-25 22:00:00,3,18.0
R002_S2,2019-04-25 22:00:00,0,0.0
R002_S4,2019-04-25 22:00:00,9,22.0
R002_S5,2019-04-25 22:00:00,42,21.952380952381
R003_SM7,2019-04-25 22:00:00,42,38.1294117647059
R003_SM8,2019-04-25 22:00:00,16,25.1515151515152
R003_SM9,2019-04-25 22:00:00,11,26.9130434782609
R028_S1,2019-04-25 22:00:00,17,11.8823529411765
R028_S2,2019-04-25 22:00:00,2,3.0
R028_S3,2019-04-25 22:00:00,17,38.1176470588235
R029_S1,2019-04-25 22:00:00,3,12.1428571428571
R029_S2,2019-04-25 22:00:00,11,20.2608695652174
R030_S2,2019-04-25 22:00:00,20,39.45
R031_S1,2019-04-25 22:00:00,14,13.7142857142857
R031_S2,2019-04-25 22:00:00,9,21.3888888888889
R032_S2,2019-04-25 22:00:00,5,12.0
R032_SM46,2019-04-25 22:00:00,2,13.5
R069_S1,2019-04-25 22:00:00,9,36.8333333333333
R069_S4,2019-04-25 22:00:00,57,24.1481481481481
R069_SM67,2019-04-25 22:00:00,23,25.3181818181818
R071_S2,2019-04-25 22:00:00,0,24.0
R074_S1,2019-04-25 22:00:00,0,1.0
R074_S3,2019-04-25 22:00:00,4,8.25
R077_S2,2019-04-25 22:00:00,3,28.6
R085_S1,2019-04-25 22:00:00,3,0.666666666666667
R085_S2,2019-04-25 22:00:00,0,0.0
R116_S1,2019-04-25 22:00:00,4,10.4444444444444
R116_S2,2019-04-25 22:00:00,5,20.9
R131_S1,2019-04-25 22:00:00,2,6.75
R131_S2,2019-04-25 22:00:00,38,37.6842105263158
R131_SM82,2019-04-25 22:00:00,39,37.8354430379747
R131_SM83,2019-04-25 22:00:00,34,49.8235294117647
R133_S2,2019-04-25 22:00:00,8,14.125
R133_S4,2019-04-25 22:00:00,18,34.6666666666667
R134_S1,2019-04-25 22:00:00,7,18.0666666666667
R134_S2,2019-04-25 22:00:00,13,11.1923076923077
R135_S1,2019-04-25 22:00:00,6,13.3333333333333
R135_S2,2019-04-25 22:00:00,6,13.25
R141_S1,2019-04-25 22:00:00,0,0.0
R141_S2,2019-04-25 22:00:00,0,0.0
R142_S1,2019-04-25 22:00:00,7,13.2142857142857
R142_S2,2019-04-25 22:00:00,65,21.3149606299213
R154_S1,2019-04-25 22:00:00,6,3.5
R001_SM1,2019-04-25 22:15:00,39,31.5569620253165
R001_SM2,2019-04-25 22:15:00,6,32.9230769230769
R001_SM3,2019-04-25 22:15:00,13,19.6538461538462
R002_S1,2019-04-25 22:15:00,2,3.5
R002_S2,2019-04-25 22:15:00,0,0.0
R002_S4,2019-04-25 22:15:00,5,15.2
R002_S5,2019-04-25 22:15:00,30,21.0
R003_SM7,2019-04-25 22:15:00,25,41.7450980392157
R003_SM8,2019-04-25 22:15:00,14,9.75
R003_SM9,2019-04-25 22:15:00,7,15.4
R028_S1,2019-04-25 22:15:00,7,15.0
R028_S2,2019-04-25 22:15:00,1,8.0
R028_S3,2019-04-25 22:15:00,18,42.2777777777778
R029_S1,2019-04-25 22:15:00,6,15.9230769230769
R029_S2,2019-04-25 22:15:00,10,28.0
R030_S2,2019-04-25 22:15:00,20,34.6
R031_S1,2019-04-25 22:15:00,13,12.962962962963
R031_S2,2019-04-25 22:15:00,9,20.0
R032_S2,2019-04-25 22:15:00,3,6.57142857142857
R032_SM46,2019-04-25 22:15:00,2,9.75
R069_S1,2019-04-25 22:15:00,13,40.037037037037
R069_S4,2019-04-25 22:15:00,55,26.2522522522523
R069_SM67,2019-04-25 22:15:00,33,24.7727272727273
R071_S2,2019-04-25 22:15:00,3,15.0
R074_S1,2019-04-25 22:15:00,1,2.33333333333333
R074_S3,2019-04-25 22:15:00,3,4.83333333333333
R077_S2,2019-04-25 22:15:00,3,38.5714285714286
R085_S1,2019-04-25 22:15:00,2,0.5
R085_S2,2019-04-25 22:15:00,3,4.33333333333333
R116_S1,2019-04-25 22:15:00,1,11.6666666666667
R116_S2,2019-04-25 22:15:00,4,23.125
R131_S1,2019-04-25 22:15:00,1,16.0
R131_S2,2019-04-25 22:15:00,36,37.5211267605634
R131_SM82,2019-04-25 22:15:00,37,38.041095890411
R131_SM83,2019-04-25 22:15:00,31,47.6229508196721
R133_S2,2019-04-25 22:15:00,6,17.8333333333333
R133_S4,2019-04-25 22:15:00,11,34.4545454545455
R134_S1,2019-04-25 22:15:00,5,13.3
R134_S2,2019-04-25 22:15:00,9,10.6111111111111
R135_S1,2019-04-25 22:15:00,5,17.9090909090909
R135_S2,2019-04-25 22:15:00,5,16.6363636363636
R141_S1,2019-04-25 22:15:00,0,0.0
R141_S2,2019-04-25 22:15:00,0,18.0
R142_S1,2019-04-25 22:15:00,6,9.83333333333333
R142_S2,2019-04-25 22:15:00,47,24.2659574468085
R154_S1,2019-04-25 22:15:00,3,2.0
R001_SM1,2019-04-25 22:30:00,34,34.2089552238806
R001_SM2,2019-04-25 22:30:00,7,27.9285714285714
R001_SM3,2019-04-25 22:30:00,8,25.3125
R002_S1,2019-04-25 22:30:00,2,14.0
R002_S2,2019-04-25 22:30:00,0,0.0
R002_S4,2019-04-25 22:30:00,4,20.5
R002_S5,2019-04-25 22:30:00,25,19.68
R003_SM7,2019-04-25 22:30:00,29,43.1016949152542
R003_SM8,2019-04-25 22:30:00,11,16.1739130434783
R003_SM9,2019-04-25 22:30:00,12,24.0
R028_S1,2019-04-25 22:30:00,9,12.1111111111111
R028_S2,2019-04-25 22:30:00,2,0.0
R028_S3,2019-04-25 22:30:00,18,37.0555555555556
R029_S1,2019-04-25 22:30:00,6,13.2307692307692
R029_S2,2019-04-25 22:30:00,15,23.0666666666667
R030_S2,2019-04-25 22:30:00,14,30.0714285714286
R031_S1,2019-04-25 22:30:00,12,16.875
R031_S2,2019-04-25 22:30:00,10,28.1428571428571
R032_S2,2019-04-25 22:30:00,3,9.0
R032_SM46,2019-04-25 22:30:00,1,17.6666666666667
R069_S1,2019-04-25 22:30:00,9,26.8888888888889
R069_S4,2019-04-25 22:30:00,48,25.40625
R069_SM67,2019-04-25 22:30:00,17,23.8823529411765
R071_S2,2019-04-25 22:30:00,0,0.0
R074_S1,2019-04-25 22:30:00,1,2.5
R074_S3,2019-04-25 22:30:00,0,4.0
R077_S2,2019-04-25 22:30:00,5,17.6666666666667
R085_S1,2019-04-25 22:30:00,0,0.0
R085_S2,2019-04-25 22:30:00,1,1.0
R116_S1,2019-04-25 22:30:00,1,3.33333333333333
R116_S2,2019-04-25 22:30:00,3,34.0
R131_S1,2019-04-25 22:30:00,2,11.75
R131_S2,2019-04-25 22:30:00,33,45.910447761194
R131_SM82,2019-04-25 22:30:00,33,39.5223880597015
R131_SM83,2019-04-25 22:30:00,27,48.0925925925926
R133_S2,2019-04-25 22:30:00,5,17.0
R133_S4,2019-04-25 22:30:00,7,30.8571428571429
R134_S1,2019-04-25 22:30:00,5,15.1818181818182
R134_S2,2019-04-25 22:30:00,4,11.8888888888889
R135_S1,2019-04-25 22:30:00,2,14.8
R135_S2,2019-04-25 22:30:00,6,19.25
R141_S1,2019-04-25 22:30:00,0,1.0
R141_S2,2019-04-25 22:30:00,0,1.0
R142_S1,2019-04-25 22:30:00,7,10.0
R142_S2,2019-04-25 22:30:00,45,24.9111111111111
R154_S1,2019-04-25 22:30:00,5,1.6
R001_SM1,2019-04-25 22:45:00,36,31.2898550724638
R001_SM2,2019-04-25 22:45:00,4,19.6666666666667
R001_SM3,2019-04-25 22:45:00,9,16.4705882352941
R002_S1,2019-04-25 22:45:00,1,0.0
R002_S2,2019-04-25 22:45:00,0,0.0
R002_S4,2019-04-25 22:45:00,4,21.75
R002_S5,2019-04-25 22:45:00,33,22.969696969697
R003_SM7,2019-04-25 22:45:00,21,43.8809523809524
R003_SM8,2019-04-25 22:45:00,11,17.2272727272727
R003_SM9,2019-04-25 22:45:00,10,18.8095238095238
R028_S1,2019-04-25 22:45:00,4,14.25
R028_S2,2019-04-25 22:45:00,2,23.5
R028_S3,2019-04-25 22:45:00,12,31.8333333333333
R029_S1,2019-04-25 22:45:00,7,16.2142857142857
R029_S2,2019-04-25 22:45:00,8,30.1764705882353
R030_S2,2019-04-25 22:45:00,19,39.7894736842105
R031_S1,2019-04-25 22:45:00,7,15.7333333333333
R031_S2,2019-04-25 22:45:00,10,32.1428571428571
R032_S2,2019-04-25 22:45:00,1,12.3333333333333
R032_SM46,2019-04-25 22:45:00,0,0.0
R069_S1,2019-04-25 22:45:00,6,36.9230769230769
R069_S4,2019-04-25 22:45:00,44,22.875
R069_SM67,2019-04-25 22:45:00,21,28.5581395348837
R071_S2,2019-04-25 22:45:00,0,16.0
R074_S1,2019-04-25 22:45:00,0,0.0
R074_S3,2019-04-25 22:45:00,1,11.5
R077_S2,2019-04-25 22:45:00,6,21.3636363636364
R085_S1,2019-04-25 22:45:00,0,0.0
R085_S2,2019-04-25 22:45:00,3,2.66666666666667
R116_S1,2019-04-25 22:45:00,2,9.8
R116_S2,2019-04-25 22:45:00,3,30.5
R131_S1,2019-04-25 22:45:00,0,0.0
R131_S2,2019-04-25 22:45:00,28,37.3214285714286
R131_SM82,2019-04-25 22:45:00,29,38.0847457627119
R131_SM83,2019-04-25 22:45:00,25,50.7843137254902
R133_S2,2019-04-25 22:45:00,7,9.42857142857143
R133_S4,2019-04-25 22:45:00,5,27.4
R134_S1,2019-04-25 22:45:00,4,20.3333333333333
R134_S2,2019-04-25 22:45:00,5,9.45454545454546
R135_S1,2019-04-25 22:45:00,2,10.0
R135_S2,2019-04-25 22:45:00,3,18.8333333333333
R141_S1,2019-04-25 22:45:00,0,2.0
R141_S2,2019-04-25 22:45:00,0,0.0
R142_S1,2019-04-25 22:45:00,4,20.7777777777778
R142_S2,2019-04-25 22:45:00,41,23.4634146341463
R154_S1,2019-04-25 22:45:00,3,16.0
R001_SM1,2019-04-25 23:00:00,32,33.015625
R001_SM2,2019-04-25 23:00:00,6,38.3076923076923
R001_SM3,2019-04-25 23:00:00,8,12.6470588235294
R002_S1,2019-04-25 23:00:00,1,0.0
R002_S2,2019-04-25 23:00:00,0,0.0
R002_S4,2019-04-25 23:00:00,7,30.5714285714286
R002_S5,2019-04-25 23:00:00,31,23.3225806451613
R003_SM7,2019-04-25 23:00:00,20,39.7560975609756
R003_SM8,2019-04-25 23:00:00,11,21.7391304347826
R003_SM9,2019-04-25 23:00:00,9,24.6111111111111
R028_S1,2019-04-25 23:00:00,7,29.4285714285714
R028_S2,2019-04-25 23:00:00,0,0.0
R028_S3,2019-04-25 23:00:00,10,43.9
R029_S1,2019-04-25 23:00:00,2,24.0
R029_S2,2019-04-25 23:00:00,4,19.5555555555556
R030_S2,2019-04-25 23:00:00,12,36.3333333333333
R031_S1,2019-04-25 23:00:00,6,21.75
R031_S2,2019-04-25 23:00:00,4,24.25
R032_S2,2019-04-25 23:00:00,2,9.4
R032_SM46,2019-04-25 23:00:00,2,17.25
R069_S1,2019-04-25 23:00:00,7,31.3571428571429
R069_S4,2019-04-25 23:00:00,42,25.7529411764706
R069_SM67,2019-04-25 23:00:00,15,29.3870967741935
R071_S2,2019-04-25 23:00:00,0,0.0
R074_S1,2019-04-25 23:00:00,0,2.0
R074_S3,2019-04-25 23:00:00,2,5.25
R077_S2,2019-04-25 23:00:00,2,37.2
R085_S1,2019-04-25 23:00:00,2,0.5
R085_S2,2019-04-25 23:00:00,1,6.0
R116_S1,2019-04-25 23:00:00,4,9.11111111111111
R116_S2,2019-04-25 23:00:00,4,14.75
R131_S1,2019-04-25 23:00:00,1,1.5
R131_S2,2019-04-25 23:00:00,22,39.5333333333333
R131_SM82,2019-04-25 23:00:00,23,39.1276595744681
R131_SM83,2019-04-25 23:00:00,15,53.9032258064516
R133_S2,2019-04-25 23:00:00,10,13.5
R133_S4,2019-04-25 23:00:00,10,37.1
R134_S1,2019-04-25 23:00:00,2,18.2
R134_S2,2019-04-25 23:00:00,6,11.5833333333333
R135_S1,2019-04-25 23:00:00,2,14.0
R135_S2,2019-04-25 23:00:00,4,11.75
R141_S1,2019-04-25 23:00:00,0,0.0
R141_S2,2019-04-25 23:00:00,0,0.0
R142_S1,2019-04-25 23:00:00,4,17.5
R142_S2,2019-04-25 23:00:00,47,22.7840909090909
R154_S1,2019-04-25 23:00:00,4,5.25
R001_SM1,2019-04-25 23:15:00,23,32.0227272727273
R001_SM2,2019-04-25 23:15:00,4,34.5
R001_SM3,2019-04-25 23:15:00,6,17.3076923076923
R002_S1,2019-04-25 23:15:00,1,73.0
R002_S2,2019-04-25 23:15:00,0,0.0
R002_S4,2019-04-25 23:15:00,4,21.0
R002_S5,2019-04-25 23:15:00,19,28.3684210526316
R003_SM7,2019-04-25 23:15:00,13,42.3333333333333
R003_SM8,2019-04-25 23:15:00,5,17.6
R003_SM9,2019-04-25 23:15:00,8,20.0588235294118
R028_S1,2019-04-25 23:15:00,9,12.2222222222222
R028_S2,2019-04-25 23:15:00,1,9.0
R028_S3,2019-04-25 23:15:00,9,40.3333333333333
R029_S1,2019-04-25 23:15:00,4,24.8888888888889
R029_S2,2019-04-25 23:15:00,6,31.6153846153846
R030_S2,2019-04-25 23:15:00,9,31.7777777777778
R031_S1,2019-04-25 23:15:00,10,20.9047619047619
R031_S2,2019-04-25 23:15:00,7,17.5
R032_S2,2019-04-25 23:15:00,1,11.5
R032_SM46,2019-04-25 23:15:00,3,9.5
R069_S1,2019-04-25 23:15:00,5,19.4545454545455
R069_S4,2019-04-25 23:15:00,37,26.2533333333333
R069_SM67,2019-04-25 23:15:00,20,24.0243902439024
R071_S2,2019-04-25 23:15:00,2,15.2
R074_S1,2019-04-25 23:15:00,0,4.0
R074_S3,2019-04-25 23:15:00,4,12.0
R077_S2,2019-04-25 23:15:00,2,28.2
R085_S1,2019-04-25 23:15:00,2,1.0
R085_S2,2019-04-25 23:15:00,4,2.75
R116_S1,2019-04-25 23:15:00,0,1.0
R116_S2,2019-04-25 23:15:00,3,16.7142857142857
R131_S1,2019-04-25 23:15:00,0,0.0
R131_S2,2019-04-25 23:15:00,16,40.46875
R131_SM82,2019-04-25 23:15:00,17,42.6060606060606
R131_SM83,2019-04-25 23:15:00,17,50.4705882352941
R133_S2,2019-04-25 23:15:00,6,11.1666666666667
R133_S4,2019-04-25 23:15:00,7,30.8571428571429
R134_S1,2019-04-25 23:15:00,3,7.14285714285714
R134_S2,2019-04-25 23:15:00,6,9.23076923076923
R135_S1,2019-04-25 23:15:00,2,21.6
R135_S2,2019-04-25 23:15:00,2,11.75
R141_S1,2019-04-25 23:15:00,0,0.0
R141_S2,2019-04-25 23:15:00,0,30.0
R142_S1,2019-04-25 23:15:00,4,10.75
R142_S2,2019-04-25 23:15:00,27,26.3888888888889
R154_S1,2019-04-25 23:15:00,4,2.0
R001_SM1,2019-04-25 23:30:00,23,32.1276595744681
R001_SM2,2019-04-25 23:30:00,4,42.25
R001_SM3,2019-04-25 23:30:00,7,22.9285714285714
R002_S1,2019-04-25 23:30:00,0,0.0
R002_S2,2019-04-25 23:30:00,0,0.0
R002_S4,2019-04-25 23:30:00,1,37.0
R002_S5,2019-04-25 23:30:00,9,25.1111111111111
R003_SM7,2019-04-25 23:30:00,15,46.3333333333333
R003_SM8,2019-04-25 23:30:00,8,25.1764705882353
R003_SM9,2019-04-25 23:30:00,4,26.4444444444444
R028_S1,2019-04-25 23:30:00,4,0.75
R028_S2,2019-04-25 23:30:00,1,7.0
R028_S3,2019-04-25 23:30:00,4,31.0
R029_S1,2019-04-25 23:30:00,4,15.875
R029_S2,2019-04-25 23:30:00,7,23.0
R030_S2,2019-04-25 23:30:00,10,43.4
R031_S1,2019-04-25 23:30:00,7,17.7333333333333
R031_S2,2019-04-25 23:30:00,9,24.2777777777778
R032_S2,2019-04-25 23:30:00,2,11.2
R032_SM46,2019-04-25 23:30:00,0,19.0
R069_S1,2019-04-25 23:30:00,4,36.6666666666667
R069_S4,2019-04-25 23:30:00,28,26.0178571428571
R069_SM67,2019-04-25 23:30:00,10,24.05
R071_S2,2019-04-25 23:30:00,0,120.0
R074_S1,2019-04-25 23:30:00,1,2.5
R074_S3,2019-04-25 23:30:00,0,0.0
R077_S2,2019-04-25 23:30:00,3,12.0
R085_S1,2019-04-25 23:30:00,1,1.0
R085_S2,2019-04-25 23:30:00,2,3.0
R116_S1,2019-04-25 23:30:00,0,1.0
R116_S2,2019-04-25 23:30:00,0,70.0
R131_S1,2019-04-25 23:30:00,1,9.0
R131_S2,2019-04-25 23:30:00,20,45.8292682926829
R131_SM82,2019-04-25 23:30:00,20,42.4878048780488
R131_SM83,2019-04-25 23:30:00,10,50.4761904761905
R133_S2,2019-04-25 23:30:00,5,10.8
R133_S4,2019-04-25 23:30:00,5,31.0
R134_S1,2019-04-25 23:30:00,2,25.6
R134_S2,2019-04-25 23:30:00,3,7.42857142857143
R135_S1,2019-04-25 23:30:00,1,28.0
R135_S2,2019-04-25 23:30:00,3,21.4285714285714
R141_S1,2019-04-25 23:30:00,0,0.0
R141_S2,2019-04-25 23:30:00,0,1.0
R142_S1,2019-04-25 23:30:00,6,9.58333333333333
R142_S2,2019-04-25 23:30:00,20,27.4
R154_S1,2019-04-25 23:30:00,3,14.0
R001_SM1,2019-04-25 23:45:00,23,33.0222222222222
R001_SM2,2019-04-25 23:45:00,1,18.0
R001_SM3,2019-04-25 23:45:00,6,13.25
R002_S1,2019-04-25 23:45:00,2,11.5
R002_S2,2019-04-25 23:45:00,0,0.0
R002_S4,2019-04-25 23:45:00,1,38.0
R002_S5,2019-04-25 23:45:00,19,23.3157894736842
R003_SM7,2019-04-25 23:45:00,17,54.0588235294118
R003_SM8,2019-04-25 23:45:00,6,29.25
R003_SM9,2019-04-25 23:45:00,5,24.2
R028_S1,2019-04-25 23:45:00,2,7.0
R028_S2,2019-04-25 23:45:00,1,0.0
R028_S3,2019-04-25 23:45:00,3,37.6666666666667
R029_S1,2019-04-25 23:45:00,3,12.3333333333333
R029_S2,2019-04-25 23:45:00,7,30.9285714285714
R030_S2,2019-04-25 23:45:00,7,35.4285714285714
R031_S1,2019-04-25 23:45:00,5,22.9090909090909
R031_S2,2019-04-25 23:45:00,6,40.6153846153846
R032_S2,2019-04-25 23:45:00,1,10.3333333333333
R032_SM46,2019-04-25 23:45:00,0,0.0
R069_S1,2019-04-25 23:45:00,2,40.0
R069_S4,2019-04-25 23:45:00,22,29.5333333333333
R069_SM67,2019-04-25 23:45:00,12,29.36
R071_S2,2019-04-25 23:45:00,0,16.0
R074_S1,2019-04-25 23:45:00,0,0.0
R074_S3,2019-04-25 23:45:00,0,19.0
R077_S2,2019-04-25 23:45:00,3,26.1428571428571
R085_S1,2019-04-25 23:45:00,1,4.0
R085_S2,2019-04-25 23:45:00,1,0.0
R116_S1,2019-04-25 23:45:00,1,8.5
R116_S2,2019-04-25 23:45:00,0,1.0
R131_S1,2019-04-25 23:45:00,1,12.0
R131_S2,2019-04-25 23:45:00,9,35.6111111111111
R131_SM82,2019-04-25 23:45:00,9,36.6315789473684
R131_SM83,2019-04-25 23:45:00,12,55.25
R133_S2,2019-04-25 23:45:00,1,0.0
R133_S4,2019-04-25 23:45:00,5,38.2
R134_S1,2019-04-25 23:45:00,1,11.0
R134_S2,2019-04-25 23:45:00,2,12.0
R135_S1,2019-04-25 23:45:00,1,13.3333333333333
R135_S2,2019-04-25 23:45:00,1,13.0
R141_S1,2019-04-25 23:45:00,0,2.0
R141_S2,2019-04-25 23:45:00,0,31.0
R142_S1,2019-04-25 23:45:00,1,22.3333333333333
R142_S2,2019-04-25 23:45:00,22,24.5365853658537
R154_S1,2019-04-25 23:45:00,3,6.33333333333333
R001_SM1,2019-04-26 00:00:00,17,34.6176470588235
R001_SM2,2019-04-26 00:00:00,1,1.0
R001_SM3,2019-04-26 00:00:00,4,13.875
R002_S1,2019-04-26 00:00:00,1,0.0
R002_S2,2019-04-26 00:00:00,0,0.0
R002_S4,2019-04-26 00:00:00,1,38.0
R002_S5,2019-04-26 00:00:00,11,25.2727272727273
R003_SM7,2019-04-26 00:00:00,9,48.5555555555556
R003_SM8,2019-04-26 00:00:00,3,33.5714285714286
R003_SM9,2019-04-26 00:00:00,4,18.0
R028_S1,2019-04-26 00:00:00,4,11.5
R028_S2,2019-04-26 00:00:00,1,1.0
R028_S3,2019-04-26 00:00:00,3,21.0
R029_S1,2019-04-26 00:00:00,2,24.0
R029_S2,2019-04-26 00:00:00,3,23.6666666666667
R030_S2,2019-04-26 00:00:00,3,31.3333333333333
R031_S1,2019-04-26 00:00:00,4,24.1111111111111
R031_S2,2019-04-26 00:00:00,2,29.25
R032_S2,2019-04-26 00:00:00,0,10.0
R032_SM46,2019-04-26 00:00:00,1,20.6666666666667
R069_S1,2019-04-26 00:00:00,5,16.9090909090909
R069_S4,2019-04-26 00:00:00,19,23.7368421052632
R069_SM67,2019-04-26 00:00:00,7,26.0
R071_S2,2019-04-26 00:00:00,0,12.0
R074_S1,2019-04-26 00:00:00,0,2.0
R074_S3,2019-04-26 00:00:00,0,7.0
R077_S2,2019-04-26 00:00:00,1,37.0
R085_S1,2019-04-26 00:00:00,0,0.0
R085_S2,2019-04-26 00:00:00,1,7.0
R116_S1,2019-04-26 00:00:00,2,9.8
R116_S2,2019-04-26 00:00:00,3,24.3333333333333
R131_S1,2019-04-26 00:00:00,0,1.0
R131_S2,2019-04-26 00:00:00,13,40.9230769230769
R131_SM82,2019-04-26 00:00:00,15,40.9285714285714
R131_SM83,2019-04-26 00:00:00,8,49.2666666666667
R133_S2,2019-04-26 00:00:00,1,6.0
R133_S4,2019-04-26 00:00:00,2,46.0
R134_S1,2019-04-26 00:00:00,1,13.6666666666667
R134_S2,2019-04-26 00:00:00,0,12.0
R135_S1,2019-04-26 00:00:00,1,10.0
R135_S2,2019-04-26 00:00:00,1,20.6666666666667
R141_S1,2019-04-26 00:00:00,0,0.0
R141_S2,2019-04-26 00:00:00,0,0.0
R142_S1,2019-04-26 00:00:00,3,12.1666666666667
R142_S2,2019-04-26 00:00:00,26,24.0576923076923
R154_S1,2019-04-26 00:00:00,2,4.0
R001_SM1,2019-04-26 00:15:00,14,31.037037037037
R001_SM2,2019-04-26 00:15:00,1,40.0
R001_SM3,2019-04-26 00:15:00,3,14.3333333333333
R002_S1,2019-04-26 00:15:00,1,0.0
R002_S2,2019-04-26 00:15:00,0,0.0
R002_S4,2019-04-26 00:15:00,0,0.0
R002_S5,2019-04-26 00:15:00,10,26.2
R003_SM7,2019-04-26 00:15:00,7,52.0714285714286
R003_SM8,2019-04-26 00:15:00,2,16.75
R003_SM9,2019-04-26 00:15:00,5,19.4
R028_S1,2019-04-26 00:15:00,1,41.0
R028_S2,2019-04-26 00:15:00,1,80.0
R028_S3,2019-04-26 00:15:00,4,37.0
R029_S1,2019-04-26 00:15:00,2,21.2
R029_S2,2019-04-26 00:15:00,2,26.0
R030_S2,2019-04-26 00:15:00,3,10.6666666666667
R031_S1,2019-04-26 00:15:00,4,40.375
R031_S2,2019-04-26 00:15:00,3,14.4285714285714
R032_S2,2019-04-26 00:15:00,1,9.33333333333333
R032_SM46,2019-04-26 00:15:00,3,7.5
R069_S1,2019-04-26 00:15:00,3,45.3333333333333
R069_S4,2019-04-26 00:15:00,22,25.6444444444444
R069_SM67,2019-04-26 00:15:00,7,24.8
R071_S2,2019-04-26 00:15:00,1,29.0
R074_S1,2019-04-26 00:15:00,0,0.0
R074_S3,2019-04-26 00:15:00,2,19.0
R077_S2,2019-04-26 00:15:00,1,22.6666666666667
R085_S1,2019-04-26 00:15:00,0,0.0
R085_S2,2019-04-26 00:15:00,0,0.0
R116_S1,2019-04-26 00:15:00,0,0.0
R116_S2,2019-04-26 00:15:00,1,11.0
R131_S1,2019-04-26 00:15:00,0,6.0
R131_S2,2019-04-26 00:15:00,8,41.0
R131_SM82,2019-04-26 00:15:00,8,41.4117647058824
