id1,id2,dist
R071_S1,R154_S1,841.73284795
R071_S1,R085_S2,561.15501363
R071_S1,R116_S2,144.07444517
R071_S1,R085_S1,603.92573546
R071_S1,R071_S1,0.0
R071_S1,R074_S3,1079.19202704
R071_S1,R071_S2,40.64812309
R071_S1,R074_S2,1077.31583053
R071_S1,R074_S1,1067.95528148
R071_S1,R077_S2,1424.98621804
R071_S1,R126_S1,1542.53309861
R071_S1,R131_S1,1109.05909987
R071_S1,R131_SM82,1106.66078465
R071_S1,R126_S2,1532.41700828
R071_S1,R131_S2,1100.49469102
R071_S1,R141_S1,1478.79987334
R071_S1,R141_S2,1480.00974246
R071_S1,R142_S2,252.77024266
R071_S1,R142_S1,223.27182647
R071_S1,R135_S2,422.9493228999999
R071_S1,R116_S1,155.5530686
R071_S1,R135_S1,426.05474648
R074_S3,R092_S1,795.90634379
R074_S3,R131_SM83,1097.47836865
R074_S3,R133_S2,412.89932172
R074_S3,R133_S4,373.69271679
R074_S3,R134_S1,506.62154444
R074_S3,R134_S2,451.11456941
R074_S3,R154_S2,498.16882095
R074_S3,R154_S1,460.72023504
R074_S3,R085_S2,1327.38862272
R074_S3,R116_S2,954.99637675
R074_S3,R085_S1,1363.07920101
R074_S3,R074_S3,0.0
R074_S3,R077_S2,528.60478269
R074_S3,R126_S1,1064.61014126
R074_S3,R131_S1,1123.77509739
R074_S3,R131_SM82,1094.91690106
R074_S3,R126_S2,1071.47413976
R074_S3,R131_S2,1097.2731974
R074_S3,R141_S1,499.97036572
R074_S3,R141_S2,507.72928794
R074_S3,R142_S2,969.89491298
R074_S3,R142_S1,986.42333257
R074_S3,R135_S2,736.35107637
R074_S3,R116_S1,973.2612149
R074_S3,R135_S1,763.11760198
R071_S2,R092_S1,1868.55460995
R071_S2,R131_SM83,1094.04859919
R071_S2,R133_S2,691.53967372
R071_S2,R133_S4,730.32000056
R071_S2,R134_S1,638.44042152
R071_S2,R134_S2,678.52385024
R071_S2,R154_S2,848.68812628
R071_S2,R154_S1,871.91366106
R071_S2,R085_S2,521.12460255
R071_S2,R116_S2,146.0131239
R071_S2,R085_S1,563.75798626
R071_S2,R074_S3,1095.78942926
R071_S2,R071_S2,0.0
R071_S2,R074_S2,1092.13794705
R071_S2,R074_S1,1084.30859828
R071_S2,R077_S2,1452.32883902
R071_S2,R126_S1,1579.95551439
R071_S2,R131_S1,1084.12808831
R071_S2,R131_SM82,1082.69252346
R071_S2,R126_S2,1570.04131803
R071_S2,R131_S2,1076.33426095
R071_S2,R141_S1,1503.48915594
R071_S2,R141_S2,1504.98030508
R071_S2,R142_S2,293.01274603
R071_S2,R142_S1,263.66688922
R071_S2,R135_S2,420.99907128
R071_S2,R116_S1,146.10478544
R071_S2,R135_S1,420.39559314
R074_S2,R092_S1,817.87711548
R074_S2,R131_SM83,1050.92242254
R074_S2,R133_S2,402.91451708
R074_S2,R133_S4,363.59544847
R074_S2,R134_S1,487.59737409
R074_S2,R134_S2,433.82874858
R074_S2,R154_S2,534.45536772
R074_S2,R154_S1,498.06630396
R074_S2,R085_S2,1304.22045872
R074_S2,R116_S2,949.57836932
R074_S2,R085_S1,1338.99204282
R074_S2,R074_S3,51.5070031
R074_S2,R074_S2,0.0
R074_S2,R077_S2,574.79194457
R074_S2,R126_S1,1116.10193798
R074_S2,R131_S1,1077.77106039
R074_S2,R131_SM82,1048.60288399
R074_S2,R126_S2,1122.93160133
R074_S2,R131_S2,1051.14168701
R074_S2,R141_S1,539.21695446
R074_S2,R141_S2,547.62581028
R074_S2,R142_S2,979.57001343
R074_S2,R142_S1,994.76005179
R074_S2,R135_S2,720.85920684
R074_S2,R116_S1,965.8054437999999
R074_S2,R135_S1,745.72388865
R074_S1,R092_S1,808.98425699
R074_S1,R131_SM83,1085.77641702
R074_S1,R133_S2,400.46765271
R074_S1,R133_S4,361.22041212
R074_S1,R134_S1,493.51563275
R074_S1,R134_S2,438.09898659
R074_S1,R154_S2,495.78486985
R074_S1,R154_S1,458.71776678
R074_S1,R085_S2,1314.13907837
R074_S1,R116_S2,943.26400366
R074_S1,R085_S1,1349.79306289
R074_S1,R074_S3,13.39965025
R074_S1,R074_S2,44.899119899999995
R074_S1,R074_S1,0.0
R074_S1,R077_S2,540.65498092
R074_S1,R126_S1,1072.3223017999999
R074_S1,R131_S1,1111.91766704
R074_S1,R131_SM82,1083.14609483
R074_S1,R126_S2,1078.96577309
R074_S1,R131_S2,1085.45197035
R074_S1,R141_S1,513.10828875
R074_S1,R141_S2,520.80972161
R074_S1,R142_S2,960.56828711
R074_S1,R142_S1,976.84697237
R074_S1,R135_S2,723.536708
R074_S1,R116_S1,961.28200571
R074_S1,R135_S1,750.16437667
R077_S2,R092_S1,508.31059739
R077_S2,R131_SM83,1625.67708523
R077_S2,R133_S2,862.00789567
R077_S2,R133_S4,828.80890556
R077_S2,R134_S1,978.52561843
R077_S2,R134_S2,921.60176864
R077_S2,R154_S2,623.79811273
R077_S2,R154_S1,592.15742712
R077_S2,R085_S2,1787.13287739
R077_S2,R116_S2,1330.92610823
R077_S2,R085_S1,1826.64275176
R077_S2,R077_S2,0.0
R077_S2,R126_S1,653.85109376
R077_S2,R131_S1,1652.28010964
R077_S2,R131_SM82,1623.27617111
R077_S2,R126_S2,668.57526296
R077_S2,R131_S2,1625.72558143
R077_S2,R141_S1,135.11727377
R077_S2,R141_S2,124.05738899999999
R077_S2,R142_S2,1240.73727673
R077_S2,R142_S1,1266.07383076
R077_S2,R135_S2,1179.02621917
R077_S2,R116_S1,1360.24798394
R077_S2,R135_S1,1212.88501531
R126_S1,R131_SM83,2105.95583835
R126_S1,R133_S2,1227.13384162
R126_S1,R133_S4,1209.37319613
R126_S1,R134_S1,1345.83102817
R126_S1,R134_S2,1298.36600748
R126_S1,R154_S2,801.71991068
R126_S1,R154_S1,801.96044811
R126_S1,R126_S1,0.0
R126_S1,R131_S1,2125.46429105
R126_S1,R131_SM82,2100.83873176
R126_S1,R126_S2,22.46065281
R126_S1,R131_S2,2101.14366108
R126_S1,R141_S1,783.11000437
R126_S1,R141_S2,770.48730206
R126_S1,R142_S2,1299.41739756
R126_S1,R142_S1,1329.73721891
R126_S1,R135_S2,1469.72862133
R126_S1,R135_S1,1508.39346353
R131_S1,R131_SM83,37.56290088
R131_S1,R133_S2,909.12866073
R131_S1,R133_S4,920.7489720000001
R131_S1,R134_S1,800.26447958
R131_S1,R134_S2,838.38658349
R131_S1,R154_S2,1353.06643353
R131_S1,R154_S1,1340.98122418
R131_S1,R131_S1,0.0
R131_S1,R131_SM82,32.53975919
R131_S1,R131_S2,27.23968802
R131_S1,R141_S1,1610.1041322
R131_S1,R141_S2,1619.69298334
R131_S1,R142_S2,1254.48192865
R131_S1,R142_S1,1241.04156589
R131_S1,R135_S2,789.64291387
R131_S1,R135_S1,759.40386734
R131_SM82,R131_SM83,11.89777705
R131_SM82,R133_S2,887.35387864
R131_SM82,R133_S4,897.98333092
R131_SM82,R134_S1,780.13220142
R131_SM82,R134_S2,816.91432897
R131_SM82,R154_S2,1331.42467089
R131_SM82,R154_S1,1318.6617221
R131_SM82,R131_SM82,0.0
R131_SM82,R141_S1,1580.02234354
R131_SM82,R141_S2,1589.68067674
R131_SM82,R142_S2,1246.38946118
R131_SM82,R142_S1,1233.64621194
R131_SM82,R135_S2,777.984016
R131_SM82,R135_S1,748.7320231000001
R126_S2,R131_SM83,2107.61490053
R126_S2,R133_S2,1226.59623272
R126_S2,R133_S4,1209.48612993
R126_S2,R134_S1,1344.82026698
R126_S2,R134_S2,1297.90625584
R126_S2,R154_S2,798.41408308
R126_S2,R154_S1,799.76087389
R126_S2,R131_S1,2126.78235475
R126_S2,R131_SM82,2102.38372422
R126_S2,R126_S2,0.0
R126_S2,R131_S2,2102.59319094
R126_S2,R141_S1,798.70197105
R126_S2,R141_S2,786.15458083
R126_S2,R142_S2,1288.35367165
R126_S2,R142_S1,1318.70310993
R126_S2,R135_S2,1465.51748282
R126_S2,R135_S1,1504.21615526
R131_S2,R131_SM83,20.28314508
R131_S2,R133_S2,886.48797985
R131_S2,R133_S4,897.49615539
R131_S2,R134_S1,778.66160765
R131_S2,R134_S2,815.92958222
R131_S2,R154_S2,1330.53461361
R131_S2,R154_S1,1318.02543889
R131_S2,R131_SM82,8.95645399
R131_S2,R131_S2,0.0
R131_S2,R141_S1,1583.15198553
R131_S2,R141_S2,1592.76325591
R131_S2,R142_S2,1241.48342533
R131_S2,R142_S1,1228.57451189
R131_S2,R135_S2,773.93352522
R131_S2,R135_S1,744.41867148
R141_S1,R154_S2,702.79483811
R141_S1,R154_S1,667.50591546
R141_S1,R141_S1,0.0
R141_S1,R141_S2,13.10792258
R141_S1,R142_S2,1310.52705346
R141_S1,R142_S1,1334.24585906
R141_S2,R154_S2,700.76250005
R141_S2,R154_S1,665.82629104
R141_S2,R141_S2,0.0
R141_S2,R142_S2,1309.96912853
R141_S2,R142_S1,1333.87517782
R142_S2,R154_S2,618.06232974
R142_S2,R154_S1,648.58426868
R142_S2,R142_S2,0.0
R142_S1,R154_S2,644.18273342
R142_S1,R154_S1,674.06231411
R142_S1,R142_S2,30.40018508
R142_S1,R142_S1,0.0
R001_SM2,R029_S1,1104.80798813
R001_SM2,R029_S2,1093.73073515
R001_SM2,R030_S1,1140.8938372999999
R001_SM2,R030_S2,1108.91240743
R001_SM2,R031_S1,1204.73242924
R001_SM2,R031_S2,1255.52065044
R001_SM2,R032_S1,851.80593598
R001_SM2,R092_S1,1352.11748269
R001_SM2,R131_SM83,964.75604032
R001_SM2,R133_S2,187.26834998
R001_SM2,R133_S4,222.05247344
R001_SM2,R134_S1,204.71988902
R001_SM2,R134_S2,208.48050915
R001_SM2,R154_S2,430.74538513
R001_SM2,R154_S1,436.00459877
R001_SM2,R085_S2,833.87981812
R001_SM2,R116_S2,382.08206587
R001_SM2,R085_S1,875.44661708
R001_SM2,R028_S1,907.91162038
R001_SM2,R028_S2,933.04454516
R001_SM2,R028_S3,939.12091649
R001_SM2,R032_S2,877.58748678
R001_SM2,R032_SM46,838.73319671
R001_SM2,R069_S1,891.49144474
R001_SM2,R069_S4,916.08141087
R001_SM2,R069_SM67,913.70215323
R001_SM2,R069_S3,964.71105581
R001_SM2,R071_S1,503.28185349
R001_SM2,R074_S3,575.9422427999999
R001_SM2,R071_S2,520.28674757
R001_SM2,R074_S2,574.77007148
R001_SM2,R074_S1,564.67442488
R001_SM2,R077_S2,963.2729497000001
R001_SM2,R126_S1,1231.80921389
R001_SM2,R131_S1,973.34282112
R001_SM2,R131_SM82,956.47809958
R001_SM2,R126_S2,1227.86497537
R001_SM2,R131_S2,953.94651943
R001_SM2,R141_S1,998.34238868
R001_SM2,R141_S2,1001.17511902
R001_SM2,R142_S2,429.80507169
R001_SM2,R142_S1,438.33635758
R001_SM2,R001_SM2,0.0
R001_SM2,R001_SM3,47.15188679
R001_SM2,R002_S1,460.64859801
R001_SM2,R135_S2,238.34751153
R001_SM2,R003_SM7,878.83270856
R001_SM2,R002_S2,458.09708088
R001_SM2,R002_S4,455.73292831
R001_SM2,R002_S5,440.71133009
R001_SM2,R003_SM6,819.90668602
R001_SM2,R003_SM9,818.14137879
R001_SM2,R003_SM8,816.0213196000001
R001_SM2,R116_S1,404.86966552
R001_SM2,R135_S1,276.84950053
R001_SM3,R029_S1,1086.47837975
R001_SM3,R029_S2,1077.45676868
R001_SM3,R030_S1,1109.68896362
R001_SM3,R030_S2,1078.5240177
R001_SM3,R031_S1,1178.96868499
R001_SM3,R031_S2,1228.21637873
R001_SM3,R032_S1,863.63372239
R001_SM3,R092_S1,1318.65592934
R001_SM3,R131_SM83,1002.59781196
R001_SM3,R133_S2,185.03289571
R001_SM3,R133_S4,214.62080916
R001_SM3,R134_S1,229.21133604
R001_SM3,R134_S2,221.51802881
R001_SM3,R154_S2,383.61465359
R001_SM3,R154_S1,388.95638377
R001_SM3,R085_S2,879.41664331
R001_SM3,R116_S2,416.0939561
R001_SM3,R085_S1,921.18476106
R001_SM3,R028_S1,887.16196271
R001_SM3,R028_S2,909.77589142
R001_SM3,R028_S3,915.4370139
R001_SM3,R032_S2,889.63624505
R001_SM3,R032_SM46,851.81289023
R001_SM3,R069_S1,844.36311882
R001_SM3,R069_S4,868.9824983999999
R001_SM3,R069_SM67,866.60935515
R001_SM3,R069_S3,917.5742892999999
R001_SM3,R071_S1,530.81426564
R001_SM3,R074_S3,550.63576629
R001_SM3,R071_S2,550.39367156
R001_SM3,R074_S2,553.20166701
R001_SM3,R074_S1,539.91618328
R001_SM3,R077_S2,921.74248568
R001_SM3,R126_S1,1184.78715318
R001_SM3,R131_S1,1012.19631156
R001_SM3,R131_SM82,994.5672093000001
R001_SM3,R126_S2,1180.91494012
R001_SM3,R131_S2,992.28026103
R001_SM3,R141_S1,960.20782094
R001_SM3,R141_S2,962.68073284
R001_SM3,R142_S2,435.18272424
R001_SM3,R142_S1,446.77201656
R001_SM3,R001_SM3,0.0
R001_SM3,R002_S1,454.724405
R001_SM3,R135_S2,285.49834761
R001_SM3,R003_SM7,875.13859356
R001_SM3,R002_S2,452.10797927
R001_SM3,R002_S4,449.75683236
R001_SM3,R002_S5,435.32282067
R001_SM3,R003_SM6,815.91471095
R001_SM3,R003_SM9,812.29571801
R001_SM3,R003_SM8,813.21513102
R001_SM3,R116_S1,441.49687996
R001_SM3,R135_S1,323.9894492
R002_S1,R029_S1,666.79668804
R002_S1,R029_S2,648.1043093999999
R002_S1,R030_S1,790.14744916
R002_S1,R030_S2,751.99667706
R002_S1,R031_S1,805.6320962
R002_S1,R031_S2,866.04678029
R002_S1,R032_S1,464.88074611
R002_S1,R092_S1,1014.78526603
R002_S1,R131_SM83,857.36781943
R002_S1,R133_S2,273.38170484
R002_S1,R133_S4,240.22228291
R002_S1,R134_S1,318.45118862
R002_S1,R134_S2,274.27015501
R002_S1,R154_S2,582.20187202
R002_S1,R154_S1,554.05866993
R002_S1,R085_S2,1113.28480775
R002_S1,R116_S2,807.02002152
R002_S1,R085_S1,1146.30539667
R002_S1,R028_S1,487.79658065
R002_S1,R028_S2,527.87102282
R002_S1,R028_S3,536.51627572
R002_S1,R032_S2,490.57962013
R002_S1,R032_SM46,462.22351855
R002_S1,R069_S1,915.19789941
R002_S1,R069_S4,929.87278364
R002_S1,R069_SM67,926.64456161
R002_S1,R069_S3,982.27680444
R002_S1,R071_S1,943.87758984
R002_S1,R074_S3,245.74867706
R002_S1,R071_S2,952.78152419
R002_S1,R074_S2,206.0566727
R002_S1,R074_S1,233.05221085
R002_S1,R077_S2,772.67287309
R002_S1,R126_S1,1269.47880925
R002_S1,R131_S1,882.29559436
R002_S1,R131_SM82,854.19943007
R002_S1,R126_S2,1273.77368071
R002_S1,R131_S2,856.12102618
R002_S1,R141_S1,744.61129633
R002_S1,R141_S2,752.7307143999999
R002_S1,R142_S2,888.93256675
R002_S1,R142_S1,898.70699543
R002_S1,R002_S1,0.0
R002_S1,R135_S2,553.2419974
R002_S1,R003_SM7,420.66639092
R002_S1,R002_S2,2.66375439
R002_S1,R002_S4,4.97386987
R002_S1,R002_S5,20.35185608
R002_S1,R003_SM6,361.36944489
R002_S1,R003_SM9,357.79600205
R002_S1,R003_SM8,359.49001934
R002_S1,R116_S1,816.6511996
R002_S1,R135_S1,572.37375632
R135_S2,R154_S2,669.0591813999999
R135_S2,R154_S1,673.97519478
R135_S2,R141_S1,1200.10902147
R135_S2,R141_S2,1204.38833656
R135_S2,R142_S2,480.37666431
R135_S2,R142_S1,473.24381472
R135_S2,R135_S2,0.0
R003_SM7,R029_S1,381.95991219
R003_SM7,R029_S2,338.45175016
R003_SM7,R030_S1,676.69428755
R003_SM7,R030_S2,637.29789837
R003_SM7,R031_S1,595.57750027
R003_SM7,R031_S2,664.96525047
R003_SM7,R032_S1,287.25022438
R003_SM7,R092_S1,881.48495609
R003_SM7,R131_SM83,904.97198084
R003_SM7,R133_S2,692.1254206
R003_SM7,R133_S4,660.51795067
R003_SM7,R134_S1,713.12823499
R003_SM7,R134_S2,680.77410697
R003_SM7,R154_S2,948.52567349
R003_SM7,R154_S1,913.46932362
R003_SM7,R085_S2,1415.78281214
R003_SM7,R116_S2,1203.91635955
R003_SM7,R085_S1,1441.08170735
R003_SM7,R028_S1,333.3333547
R003_SM7,R028_S2,392.80449911
R003_SM7,R028_S3,403.60476867
R003_SM7,R032_S2,295.17591464
R003_SM7,R032_SM46,309.49429234
R003_SM7,R069_S1,1163.91857434
R003_SM7,R069_S4,1169.93526987
R003_SM7,R069_SM67,1166.58310993
R003_SM7,R069_S3,1217.93697424
R003_SM7,R071_S1,1345.34301765
R003_SM7,R074_S3,462.44670838
R003_SM7,R071_S2,1349.53611317
R003_SM7,R074_S2,418.17505517
R003_SM7,R074_S1,460.95788715
R003_SM7,R077_S2,873.38837638
R003_SM7,R126_S1,1489.81308289
R003_SM7,R131_S1,939.9271174
R003_SM7,R131_SM82,907.44344163
R003_SM7,R126_S2,1499.6193012
R003_SM7,R131_S2,913.16810397
R003_SM7,R141_S1,782.34801863
R003_SM7,R141_S2,794.65792475
R003_SM7,R142_S2,1308.34223436
R003_SM7,R142_S1,1317.09840493
R003_SM7,R135_S2,932.79277589
R003_SM7,R003_SM7,0.0
R003_SM7,R003_SM9,72.95251387
R003_SM7,R003_SM8,64.39920466
R003_SM7,R116_S1,1207.3509087999998
R003_SM7,R135_S1,942.49419524
R002_S2,R029_S1,668.83807456
R002_S2,R029_S2,650.2664639999999
R002_S2,R030_S1,791.19494295
R002_S2,R030_S2,753.08740027
R002_S2,R031_S1,807.20144944
R002_S2,R031_S2,867.52677364
R002_S2,R032_S1,467.20319373
R002_S2,R092_S1,1015.79424096
R002_S2,R131_SM83,858.08106752
R002_S2,R133_S2,270.83223567
R002_S2,R133_S4,237.61760288
R002_S2,R134_S1,316.380025
R002_S2,R134_S2,272.00854347
R002_S2,R154_S2,579.90555511
R002_S2,R154_S1,551.83203398
R002_S2,R085_S2,1111.92081592
R002_S2,R116_S2,804.75844142
R002_S2,R085_S1,1145.00149972
R002_S2,R028_S1,489.50309034
R002_S2,R028_S2,529.39161959
R002_S2,R028_S3,538.00829488
R002_S2,R032_S2,492.91630558
R002_S2,R032_SM46,464.46812360000007
R002_S2,R069_S1,913.70139912
R002_S2,R069_S4,928.43447735
R002_S2,R069_SM67,925.20849378
R002_S2,R069_S3,980.85036765
R002_S2,R071_S1,941.54618864
R002_S2,R074_S3,245.69304174
R002_S2,R071_S2,950.50609829
R002_S2,R074_S2,206.39169677
R002_S2,R074_S1,232.94969451
R002_S2,R077_S2,772.35058498
R002_S2,R126_S1,1268.07587235
R002_S2,R131_S1,882.92548608
R002_S2,R131_SM82,854.87825032
R002_S2,R126_S2,1272.33167029
R002_S2,R131_S2,856.77346349
R002_S2,R141_S1,744.75309889
R002_S2,R141_S2,752.83589451
R002_S2,R142_S2,886.34163904
R002_S2,R142_S1,896.13736173
R002_S2,R135_S2,551.25820625
R002_S2,R003_SM7,423.30417544
R002_S2,R002_S2,0.0
R002_S2,R002_S4,2.36415672
R002_S2,R002_S5,18.04259043
R002_S2,R003_SM6,364.0050446
R002_S2,R003_SM9,360.38669775
R002_S2,R003_SM8,362.14343621
R002_S2,R116_S1,814.46346533
R002_S2,R135_S1,570.50001654
R002_S4,R029_S1,671.01408351
R002_S4,R029_S2,652.50462711
R002_S4,R030_S1,792.71953848
R002_S4,R030_S2,754.64395815
R002_S4,R031_S1,809.09128266
R002_S4,R031_S2,869.35680718
R002_S4,R032_S1,468.84590965
R002_S4,R092_S1,1017.28927418
R002_S4,R131_SM83,858.03359318
R002_S4,R133_S2,268.46808124
R002_S4,R133_S4,235.26144174
R002_S4,R134_S1,314.19348691
R002_S4,R134_S2,269.72775244
R002_S4,R154_S2,578.30684282
R002_S4,R154_S1,550.32210289
R002_S4,R085_S2,1110.17646399
R002_S4,R116_S2,802.47613369
R002_S4,R085_S1,1143.29930403
R002_S4,R028_S1,491.4831657
R002_S4,R028_S2,531.25086024
R002_S4,R028_S3,539.84836152
R002_S4,R032_S2,494.57730529
R002_S4,R032_SM46,466.01207943
R002_S4,R069_S1,913.00252472
R002_S4,R069_S4,927.79493966
R002_S4,R069_SM67,924.57124989
R002_S4,R069_S3,980.22258398
R002_S4,R071_S1,939.23486473
R002_S4,R074_S3,246.35359259
R002_S4,R071_S2,948.21765853
R002_S4,R074_S2,207.38095816
R002_S4,R074_S1,233.57147411
R002_S4,R077_S2,772.764425
R002_S4,R126_S1,1267.47067775
R002_S4,R131_S1,882.80144506
R002_S4,R131_SM82,854.79916898
R002_S4,R126_S2,1271.68687208
R002_S4,R131_S2,856.67021034
R002_S4,R141_S1,745.56500355
R002_S4,R141_S2,753.61710383
R002_S4,R142_S2,883.98164918
R002_S4,R142_S1,893.77406955
R002_S4,R135_S2,549.11838541
R002_S4,R003_SM7,425.64025092
R002_S4,R002_S4,0.0
R002_S4,R002_S5,15.77204171
R002_S4,R003_SM6,366.34316295
R002_S4,R003_SM9,362.74660871
R002_S4,R003_SM8,364.45782294
R002_S4,R116_S1,812.21524829
R002_S4,R135_S1,568.42439642
R002_S5,R029_S1,686.71151872
R002_S5,R029_S2,668.27191946
R002_S5,R030_S1,806.07412202
R002_S5,R030_S2,768.14715792
R002_S5,R031_S1,823.9712836
R002_S5,R031_S2,884.01064288
R002_S5,R032_S1,476.16177013
R002_S5,R092_S1,1030.49466857
R002_S5,R131_SM83,853.18511234
R002_S5,R133_S2,253.44890434
R002_S5,R133_S4,220.72470669
R002_S5,R134_S1,298.48717172
R002_S5,R134_S2,253.96598197
R002_S5,R154_S2,571.78715535
R002_S5,R154_S1,544.54180965
R002_S5,R085_S2,1095.92141123
R002_S5,R116_S2,786.71585101
R002_S5,R085_S1,1129.22539543
R002_S5,R028_S1,506.68402589
R002_S5,R028_S2,546.0298801
R002_S5,R028_S3,554.55494012
R002_S5,R032_S2,502.03049728
R002_S5,R032_SM46,472.53508078
R002_S5,R069_S1,913.19651073
R002_S5,R069_S4,928.39909552
R002_S5,R069_SM67,925.1918203
R002_S5,R069_S3,980.89987521
R002_S5,R071_S1,923.52839733
R002_S5,R074_S3,255.46878608
R002_S5,R071_S2,932.46443074
R002_S5,R074_S2,218.32049943
R002_S5,R074_S1,242.49173026
R002_S5,R077_S2,780.17283799
R002_S5,R126_S1,1268.27105667
R002_S5,R131_S1,877.46354953
R002_S5,R131_SM82,849.75039897
R002_S5,R126_S2,1272.21317566
R002_S5,R131_S2,851.46802905
R002_S5,R141_S1,755.27097353
R002_S5,R141_S2,763.150608
R002_S5,R142_S2,869.24963797
R002_S5,R142_S1,878.86585157
R002_S5,R135_S2,533.49969561
R002_S5,R003_SM7,439.85301849
R002_S5,R002_S5,0.0
R002_S5,R003_SM6,380.60292969
R002_S5,R003_SM9,377.53635226
R002_S5,R003_SM8,378.32028581
R002_S5,R116_S1,796.44444313
R002_S5,R135_S1,552.9682467
R003_SM6,R029_S1,406.30350073
R003_SM6,R029_S2,367.30170851
R003_SM6,R030_S1,676.07942555
R003_SM6,R030_S2,635.99403845
R003_SM6,R031_S1,610.18573616
R003_SM6,R031_S2,679.27453945
R003_SM6,R032_S1,284.81398488
R003_SM6,R092_S1,887.41713859
R003_SM6,R131_SM83,888.43931846
R003_SM6,R133_S2,633.08137091
R003_SM6,R133_S4,601.2982923999999
R003_SM6,R134_S1,656.06445725
R003_SM6,R134_S2,622.70774204
R003_SM6,R154_S2,893.13621198
R003_SM6,R154_S1,858.54330097
R003_SM6,R085_S2,1370.70656173
R003_SM6,R116_S2,1147.54236287
R003_SM6,R085_S1,1397.00703822
R003_SM6,R028_S1,325.8470641
R003_SM6,R028_S2,385.69048026
R003_SM6,R028_S3,396.73217647
R003_SM6,R032_S2,297.64686832
R003_SM6,R032_SM46,303.73380668
R003_SM6,R069_S1,1121.11610891
R003_SM6,R069_S4,1128.13153371
R003_SM6,R069_SM67,1124.77484048
R003_SM6,R069_S3,1176.8853900000001
R003_SM6,R071_S1,1288.55920664
R003_SM6,R074_S3,412.02223553
R003_SM6,R071_S2,1293.30676316
R003_SM6,R074_S2,365.97064413
R003_SM6,R074_S1,409.60463028
R003_SM6,R077_S2,845.42112062
R003_SM6,R126_S1,1451.71899718
R003_SM6,R131_S1,922.4715432
R003_SM6,R131_SM82,890.16874749
R003_SM6,R126_S2,1460.90113056
R003_SM6,R131_S2,895.44905414
R003_SM6,R141_S1,761.19788744
R003_SM6,R141_S2,773.15611914
R003_SM6,R142_S2,1249.30812306
R003_SM6,R142_S1,1258.21612347
R003_SM6,R135_S2,877.76180739
R003_SM6,R003_SM7,59.34099147
R003_SM6,R003_SM6,0.0
R003_SM6,R003_SM9,32.38982429
R003_SM6,R003_SM8,20.84298489
R003_SM6,R116_S1,1151.67108605
R003_SM6,R135_S1,888.42175461
R003_SM9,R029_S1,381.81819627
R003_SM9,R029_S2,344.94568316
R003_SM9,R030_S1,644.58731019
R003_SM9,R030_S2,604.4370617999999
R003_SM9,R031_S1,581.85424806
R003_SM9,R031_S2,650.7631775
R003_SM9,R032_S1,316.94374139999996
R003_SM9,R092_S1,856.84207114
R003_SM9,R131_SM83,917.75084057
R003_SM9,R133_S2,630.92632713
R003_SM9,R133_S4,597.97052199
R003_SM9,R134_S1,659.87019093
R003_SM9,R134_S2,624.21063661
R003_SM9,R154_S2,875.92868011
R003_SM9,R154_S1,840.73851473
R003_SM9,R085_S2,1387.23081925
R003_SM9,R116_S2,1152.14862784
R003_SM9,R085_S1,1414.23278708
R003_SM9,R028_S1,293.91759269
R003_SM9,R028_S2,353.71195053
R003_SM9,R028_S3,364.76356846
R003_SM9,R032_S2,329.99224696
R003_SM9,R032_SM46,335.55646052
R003_SM9,R069_S1,1094.36377018
R003_SM9,R069_S4,1100.93661625
R003_SM9,R069_SM67,1097.58132101
R003_SM9,R069_S3,1149.38179097
R003_SM9,R071_S1,1292.33807083
R003_SM9,R074_S3,389.70622575
R003_SM9,R071_S2,1298.08643889
R003_SM9,R074_S2,345.22706892
R003_SM9,R074_S1,388.07873745
R003_SM9,R077_S2,814.19088033
R003_SM9,R126_S1,1423.1397029999998
R003_SM9,R131_S1,951.53644004
R003_SM9,R131_SM82,919.29808462
R003_SM9,R126_S2,1432.54084991
R003_SM9,R131_S2,924.4638739
R003_SM9,R141_S1,729.09989954
R003_SM9,R141_S2,741.08974803
R003_SM9,R142_S2,1246.72824745
R003_SM9,R142_S1,1256.38303018
R003_SM9,R135_S2,884.73928882
R003_SM9,R003_SM9,0.0
R003_SM9,R116_S1,1157.43600789
R003_SM9,R135_S1,896.71453759
R003_SM8,R029_S1,425.47702304
R003_SM8,R029_S2,385.70047762
R003_SM8,R030_S1,696.90288007
R003_SM8,R030_S2,656.80887421
R003_SM8,R031_S1,630.54854376
R003_SM8,R031_S2,699.67864648
R003_SM8,R032_S1,264.19240823
R003_SM8,R092_S1,908.22821975
R003_SM8,R131_SM83,867.91461037
R003_SM8,R133_S2,629.63969877
R003_SM8,R133_S4,598.6519448
R003_SM8,R134_S1,648.86628021
R003_SM8,R134_S2,616.97578211
R003_SM8,R154_S2,899.54094132
R003_SM8,R154_S1,865.39614955
R003_SM8,R085_S2,1355.83948483
R003_SM8,R116_S2,1139.52916762
R003_SM8,R085_S1,1381.76578463
R003_SM8,R028_S1,346.56277924
R003_SM8,R028_S2,406.38752407
R003_SM8,R028_S3,417.43385229
R003_SM8,R032_S2,277.33919633
R003_SM8,R032_SM46,282.95742074
R003_SM8,R069_S1,1134.746674
R003_SM8,R069_S4,1142.1388622000002
R003_SM8,R069_SM67,1138.78163757
R003_SM8,R069_S3,1191.1511412
R003_SM8,R071_S1,1280.99899026
R003_SM8,R074_S3,422.67220201
