id,time,sum_flow,avg_speed,clusterID
R142_S1,2019-04-25 00:15:00,1.0,19.6666666666667,16
R142_S2,2019-04-25 00:15:00,37.0,25.736111111111104,-1
R154_S1,2019-04-25 00:15:00,4.0,2.25,17
R001_SM1,2019-04-25 00:30:00,14.0,33.25,0
R001_SM2,2019-04-25 00:30:00,2.0,20.0,0
R001_SM3,2019-04-25 00:30:00,4.0,10.5,0
R002_S1,2019-04-25 00:30:00,1.0,0.0,1
R002_S2,2019-04-25 00:30:00,0.0,0.0,1
R002_S4,2019-04-25 00:30:00,2.0,14.0,1
R002_S5,2019-04-25 00:30:00,9.0,27.1111111111111,1
R003_SM7,2019-04-25 00:30:00,16.0,48.59375,2
R003_SM8,2019-04-25 00:30:00,5.0,12.1,2
R003_SM9,2019-04-25 00:30:00,5.0,21.2,2
R028_S1,2019-04-25 00:30:00,3.0,13.6666666666667,3
R028_S2,2019-04-25 00:30:00,3.0,65.6666666666667,-1
R028_S3,2019-04-25 00:30:00,7.0,25.0,3
R029_S1,2019-04-25 00:30:00,3.0,20.0,4
R029_S2,2019-04-25 00:30:00,3.0,27.8333333333333,4
R030_S2,2019-04-25 00:30:00,3.0,35.6666666666667,5
R031_S1,2019-04-25 00:30:00,3.0,14.1666666666667,5
R031_S2,2019-04-25 00:30:00,3.0,27.8333333333333,5
R032_S2,2019-04-25 00:30:00,1.0,11.5,6
R032_SM46,2019-04-25 00:30:00,1.0,22.5,6
R069_S1,2019-04-25 00:30:00,7.0,38.5,7
R069_S4,2019-04-25 00:30:00,34.0,26.352941176470605,7
R069_SM67,2019-04-25 00:30:00,11.0,25.1304347826087,7
R071_S2,2019-04-25 00:30:00,1.0,17.0,8
R074_S1,2019-04-25 00:30:00,1.0,2.0,9
R074_S3,2019-04-25 00:30:00,0.0,0.0,9
R077_S2,2019-04-25 00:30:00,1.0,26.5,10
R085_S1,2019-04-25 00:30:00,0.0,0.0,11
R085_S2,2019-04-25 00:30:00,0.0,0.0,11
R116_S1,2019-04-25 00:30:00,1.0,12.5,8
R116_S2,2019-04-25 00:30:00,1.0,18.5,8
R131_S1,2019-04-25 00:30:00,0.0,11.0,12
R131_S2,2019-04-25 00:30:00,16.0,40.46875,13
R131_SM82,2019-04-25 00:30:00,16.0,38.0625,13
R131_SM83,2019-04-25 00:30:00,6.0,52.30769230769229,13
R133_S2,2019-04-25 00:30:00,3.0,6.66666666666667,14
R133_S4,2019-04-25 00:30:00,5.0,28.4,14
R134_S1,2019-04-25 00:30:00,3.0,25.7142857142857,14
R134_S2,2019-04-25 00:30:00,3.0,10.8571428571429,14
R135_S1,2019-04-25 00:30:00,1.0,8.5,15
R135_S2,2019-04-25 00:30:00,1.0,21.0,15
R141_S1,2019-04-25 00:30:00,0.0,1.0,10
R141_S2,2019-04-25 00:30:00,2.0,26.5,-1
R142_S1,2019-04-25 00:30:00,2.0,17.0,16
R142_S2,2019-04-25 00:30:00,21.0,26.3953488372093,16
R154_S1,2019-04-25 00:30:00,4.0,13.499999999999998,17
R001_SM1,2019-04-25 00:45:00,20.0,34.3,0
R001_SM2,2019-04-25 00:45:00,3.0,22.1428571428571,0
R001_SM3,2019-04-25 00:45:00,5.0,34.0,0
R002_S1,2019-04-25 00:45:00,0.0,0.0,1
R002_S2,2019-04-25 00:45:00,0.0,0.0,1
R002_S4,2019-04-25 00:45:00,2.0,13.499999999999998,1
R002_S5,2019-04-25 00:45:00,14.0,30.5,1
R003_SM7,2019-04-25 00:45:00,10.0,51.5,2
R003_SM8,2019-04-25 00:45:00,4.0,16.5,2
R003_SM9,2019-04-25 00:45:00,3.0,25.1666666666667,2
R028_S1,2019-04-25 00:45:00,3.0,4.0,3
R028_S2,2019-04-25 00:45:00,1.0,1.0,3
R028_S3,2019-04-25 00:45:00,2.0,14.0,3
R029_S1,2019-04-25 00:45:00,2.0,31.75,4
R029_S2,2019-04-25 00:45:00,3.0,34.1666666666667,4
R030_S2,2019-04-25 00:45:00,2.0,56.5,5
R031_S1,2019-04-25 00:45:00,4.0,30.111111111111097,5
R031_S2,2019-04-25 00:45:00,6.0,27.666666666666703,5
R032_S2,2019-04-25 00:45:00,1.0,9.66666666666667,6
R032_SM46,2019-04-25 00:45:00,1.0,23.0,6
R069_S1,2019-04-25 00:45:00,8.0,39.0588235294118,7
R069_S4,2019-04-25 00:45:00,21.0,26.1860465116279,7
R069_SM67,2019-04-25 00:45:00,6.0,21.25,7
R071_S2,2019-04-25 00:45:00,3.0,20.8333333333333,8
R074_S1,2019-04-25 00:45:00,0.0,1.0,9
R074_S3,2019-04-25 00:45:00,0.0,0.0,9
R077_S2,2019-04-25 00:45:00,1.0,26.3333333333333,10
R085_S1,2019-04-25 00:45:00,0.0,0.0,11
R085_S2,2019-04-25 00:45:00,1.0,4.0,11
R116_S1,2019-04-25 00:45:00,0.0,0.0,8
R116_S2,2019-04-25 00:45:00,1.0,49.00000000000001,8
R131_S1,2019-04-25 00:45:00,1.0,11.5,12
R131_S2,2019-04-25 00:45:00,13.0,37.5185185185185,13
R131_SM82,2019-04-25 00:45:00,15.0,38.551724137931,13
R131_SM83,2019-04-25 00:45:00,7.0,52.0,13
R133_S2,2019-04-25 00:45:00,4.0,12.0,14
R133_S4,2019-04-25 00:45:00,6.0,41.3333333333333,14
R134_S1,2019-04-25 00:45:00,2.0,20.75,14
R134_S2,2019-04-25 00:45:00,1.0,14.0,14
R135_S1,2019-04-25 00:45:00,3.0,16.0,15
R135_S2,2019-04-25 00:45:00,1.0,5.33333333333333,15
R141_S1,2019-04-25 00:45:00,0.0,0.0,10
R141_S2,2019-04-25 00:45:00,0.0,26.999999999999996,-1
R142_S1,2019-04-25 00:45:00,3.0,12.4285714285714,16
R142_S2,2019-04-25 00:45:00,24.0,29.5833333333333,16
R154_S1,2019-04-25 00:45:00,1.0,0.0,17
R001_SM1,2019-04-25 01:00:00,20.0,31.2,0
